sample,method,threshold,sig,p_value
DO225286,QP,0.05,COSMIC_3,2.58E-137
DO225286,QP,0.1,COSMIC_3,1
DO225286,QP,0.2,COSMIC_3,1
DO225287,QP,0,COSMIC_3,3.69E-120
DO225287,QP,0.01,COSMIC_3,3.15E-54
DO225287,QP,0.05,COSMIC_3,1
DO225287,QP,0.1,COSMIC_3,1
DO225287,QP,0.2,COSMIC_3,1
DO225288,QP,0,COSMIC_3,1.67E-165
DO225288,QP,0.01,COSMIC_3,1.67E-165
DO225288,QP,0.05,COSMIC_3,1.82E-164
DO225288,QP,0.1,COSMIC_3,4.27E-61
DO225288,QP,0.2,COSMIC_3,1
DO225289,QP,0,COSMIC_3,5.73E-13
DO225289,QP,0.01,COSMIC_3,1
DO225289,QP,0.05,COSMIC_3,1
DO225289,QP,0.1,COSMIC_3,1
DO225289,QP,0.2,COSMIC_3,1
DO225290,QP,0,COSMIC_3,1.73E-37
DO225290,QP,0.01,COSMIC_3,1
DO225290,QP,0.05,COSMIC_3,1
DO225290,QP,0.1,COSMIC_3,1
DO225290,QP,0.2,COSMIC_3,1
DO225291,QP,0,COSMIC_3,1.95E-153
DO225291,QP,0.01,COSMIC_3,2.33E-149
DO225291,QP,0.05,COSMIC_3,1.41E-33
DO225291,QP,0.1,COSMIC_3,1
DO225291,QP,0.2,COSMIC_3,1
DO225292,QP,0,COSMIC_3,1.99E-161
DO225292,QP,0.01,COSMIC_3,1.27E-163
DO225292,QP,0.05,COSMIC_3,5.92E-83
DO225292,QP,0.1,COSMIC_3,1
DO225292,QP,0.2,COSMIC_3,1
DO225293,QP,0,COSMIC_3,3.39E-149
DO225293,QP,0.01,COSMIC_3,2.64E-142
DO225293,QP,0.05,COSMIC_3,2.04E-14
DO225293,QP,0.1,COSMIC_3,1
DO225293,QP,0.2,COSMIC_3,1
DO225294,QP,0,COSMIC_3,2.89E-18
DO225294,QP,0.01,COSMIC_3,1
DO225294,QP,0.05,COSMIC_3,1
DO225294,QP,0.1,COSMIC_3,1
DO225294,QP,0.2,COSMIC_3,1
DO225295,QP,0,COSMIC_3,1.04E-163
DO225295,QP,0.01,COSMIC_3,2.19E-163
DO225295,QP,0.05,COSMIC_3,1
DO225295,QP,0.1,COSMIC_3,1
DO225295,QP,0.2,COSMIC_3,1
DO225296,QP,0,COSMIC_3,1.67E-165
DO225296,QP,0.01,COSMIC_3,1.67E-165
DO225296,QP,0.05,COSMIC_3,1.67E-165
DO225296,QP,0.1,COSMIC_3,1.67E-165
DO225296,QP,0.2,COSMIC_3,3.37E-34
DO225297,QP,0,COSMIC_3,7.24E-35
DO225297,QP,0.01,COSMIC_3,1
DO225297,QP,0.05,COSMIC_3,1
DO225297,QP,0.1,COSMIC_3,1
DO225297,QP,0.2,COSMIC_3,1
DO225298,QP,0,COSMIC_3,3.68E-143
DO225298,QP,0.01,COSMIC_3,1.58E-135
DO225298,QP,0.05,COSMIC_3,1.95E-26
DO225298,QP,0.1,COSMIC_3,1
DO225298,QP,0.2,COSMIC_3,1
DO225299,QP,0,COSMIC_3,1.67E-165
DO225299,QP,0.01,COSMIC_3,1.67E-165
DO225299,QP,0.05,COSMIC_3,1.67E-165
DO225299,QP,0.1,COSMIC_3,1.67E-165
DO225299,QP,0.2,COSMIC_3,1.67E-165
DO225300,QP,0,COSMIC_3,5.26E-46
DO225300,QP,0.01,COSMIC_3,1
DO225300,QP,0.05,COSMIC_3,1
DO225300,QP,0.1,COSMIC_3,1
DO225300,QP,0.2,COSMIC_3,1
DO225301,QP,0,COSMIC_3,3.49E-71
DO225301,QP,0.01,COSMIC_3,0.530698287
DO225301,QP,0.05,COSMIC_3,1
DO225301,QP,0.1,COSMIC_3,1
DO225301,QP,0.2,COSMIC_3,1
DO225302,QP,0,COSMIC_3,9.25E-19
DO225302,QP,0.01,COSMIC_3,1
DO225302,QP,0.05,COSMIC_3,1
DO225302,QP,0.1,COSMIC_3,1
DO225302,QP,0.2,COSMIC_3,1
DO225303,QP,0,COSMIC_3,8.74E-130
DO225303,QP,0.01,COSMIC_3,2.12E-99
DO225303,QP,0.05,COSMIC_3,1
DO225303,QP,0.1,COSMIC_3,1
DO225303,QP,0.2,COSMIC_3,1
DO225304,QP,0,COSMIC_3,4.78E-05
DO225304,QP,0.01,COSMIC_3,1
DO225304,QP,0.05,COSMIC_3,1
DO225304,QP,0.1,COSMIC_3,1
DO225304,QP,0.2,COSMIC_3,1
DO225305,QP,0,COSMIC_3,2.82E-07
DO225305,QP,0.01,COSMIC_3,1
DO225305,QP,0.05,COSMIC_3,1
DO225305,QP,0.1,COSMIC_3,1
DO225305,QP,0.2,COSMIC_3,1
DO225306,QP,0,COSMIC_3,6.35E-100
DO225306,QP,0.01,COSMIC_3,3.13E-12
DO225306,QP,0.05,COSMIC_3,1
DO225306,QP,0.1,COSMIC_3,1
DO225306,QP,0.2,COSMIC_3,1
DO225307,QP,0,COSMIC_3,1.79E-136
DO225307,QP,0.01,COSMIC_3,2.78E-91
DO225307,QP,0.05,COSMIC_3,1
DO225307,QP,0.1,COSMIC_3,1
DO225307,QP,0.2,COSMIC_3,1
DO225308,QP,0,COSMIC_3,1.82E-144
DO225308,QP,0.01,COSMIC_3,6.20E-133
DO225308,QP,0.05,COSMIC_3,0.023207465
DO225308,QP,0.1,COSMIC_3,1
DO225308,QP,0.2,COSMIC_3,1
DO225309,QP,0,COSMIC_3,8.47E-14
DO225309,QP,0.01,COSMIC_3,1
DO225309,QP,0.05,COSMIC_3,1
DO225309,QP,0.1,COSMIC_3,1
DO225309,QP,0.2,COSMIC_3,1
DO225310,QP,0,COSMIC_3,5.97E-49
DO225310,QP,0.01,COSMIC_3,1
DO225310,QP,0.05,COSMIC_3,1
DO225310,QP,0.1,COSMIC_3,1
DO225310,QP,0.2,COSMIC_3,1
DO225311,QP,0,COSMIC_3,3.53E-36
DO225311,QP,0.01,COSMIC_3,1
DO225311,QP,0.05,COSMIC_3,1
DO225311,QP,0.1,COSMIC_3,1
DO225311,QP,0.2,COSMIC_3,1
DO225312,QP,0,COSMIC_3,1.49E-109
DO225312,QP,0.01,COSMIC_3,6.63E-38
DO225312,QP,0.05,COSMIC_3,1
DO225312,QP,0.1,COSMIC_3,1
DO225312,QP,0.2,COSMIC_3,1
DO225313,QP,0,COSMIC_3,0.004575844
DO225313,QP,0.01,COSMIC_3,1
DO225313,QP,0.05,COSMIC_3,1
DO225313,QP,0.1,COSMIC_3,1
DO225313,QP,0.2,COSMIC_3,1
DO225314,QP,0,COSMIC_3,6.33E-19
DO225314,QP,0.01,COSMIC_3,1
DO225314,QP,0.05,COSMIC_3,1
DO225314,QP,0.1,COSMIC_3,1
DO225314,QP,0.2,COSMIC_3,1
DO225315,QP,0,COSMIC_3,1
DO225315,QP,0.01,COSMIC_3,1
DO225315,QP,0.05,COSMIC_3,1
DO225315,QP,0.1,COSMIC_3,1
DO225315,QP,0.2,COSMIC_3,1
DO225316,QP,0,COSMIC_3,2.26E-23
DO225316,QP,0.01,COSMIC_3,1
DO225316,QP,0.05,COSMIC_3,1
DO225316,QP,0.1,COSMIC_3,1
DO225316,QP,0.2,COSMIC_3,1
DO225317,QP,0,COSMIC_3,5.78E-98
DO225317,QP,0.01,COSMIC_3,1.27E-28
DO225317,QP,0.05,COSMIC_3,1
DO225317,QP,0.1,COSMIC_3,1
DO225317,QP,0.2,COSMIC_3,1
DO225318,QP,0,COSMIC_3,1.67E-165
DO225318,QP,0.01,COSMIC_3,1.67E-165
DO225318,QP,0.05,COSMIC_3,1.67E-165
DO225318,QP,0.1,COSMIC_3,1.67E-165
DO225318,QP,0.2,COSMIC_3,1.67E-165
DO225319,QP,0,COSMIC_3,1.30E-160
DO225319,QP,0.01,COSMIC_3,1.88E-159
DO225319,QP,0.05,COSMIC_3,0.787829903
DO225319,QP,0.1,COSMIC_3,1
DO225319,QP,0.2,COSMIC_3,1
DO225320,QP,0,COSMIC_3,1.67E-165
DO225320,QP,0.01,COSMIC_3,1.67E-165
DO225320,QP,0.05,COSMIC_3,1.67E-165
DO225320,QP,0.1,COSMIC_3,1.67E-165
DO225320,QP,0.2,COSMIC_3,1.67E-165
DO225321,QP,0,COSMIC_3,3.04E-116
DO225321,QP,0.01,COSMIC_3,5.88E-58
DO225321,QP,0.05,COSMIC_3,1
DO225321,QP,0.1,COSMIC_3,1
DO225321,QP,0.2,COSMIC_3,1
DO225322,QP,0,COSMIC_3,1.67E-165
DO225322,QP,0.01,COSMIC_3,1.67E-165
DO225322,QP,0.05,COSMIC_3,1.67E-165
DO225322,QP,0.1,COSMIC_3,1.67E-165
DO225322,QP,0.2,COSMIC_3,1.67E-165
DO225323,QP,0,COSMIC_3,5.56E-73
DO225323,QP,0.01,COSMIC_3,1
DO225323,QP,0.05,COSMIC_3,1
DO225323,QP,0.1,COSMIC_3,1
DO225323,QP,0.2,COSMIC_3,1
DO225324,QP,0,COSMIC_3,1.45E-124
DO225324,QP,0.01,COSMIC_3,3.54E-76
DO225324,QP,0.05,COSMIC_3,1
DO225324,QP,0.1,COSMIC_3,1
DO225324,QP,0.2,COSMIC_3,1
DO225325,QP,0,COSMIC_3,1.67E-165
DO225325,QP,0.01,COSMIC_3,1.67E-165
DO225325,QP,0.05,COSMIC_3,1.67E-165
DO225325,QP,0.1,COSMIC_3,1.67E-165
DO225325,QP,0.2,COSMIC_3,1.67E-165
DO225326,QP,0,COSMIC_3,1.50E-43
DO225326,QP,0.01,COSMIC_3,1
DO225326,QP,0.05,COSMIC_3,1
DO225326,QP,0.1,COSMIC_3,1
DO225326,QP,0.2,COSMIC_3,1
DO225327,QP,0,COSMIC_3,7.48E-165
DO225327,QP,0.01,COSMIC_3,1.80E-165
DO225327,QP,0.05,COSMIC_3,6.87E-164
DO225327,QP,0.1,COSMIC_3,1.75E-123
DO225327,QP,0.2,COSMIC_3,1
DO225328,QP,0,COSMIC_3,1.67E-165
DO225328,QP,0.01,COSMIC_3,1.67E-165
DO225328,QP,0.05,COSMIC_3,1.67E-165
DO225328,QP,0.1,COSMIC_3,1.67E-165
DO225328,QP,0.2,COSMIC_3,1.67E-165
DO225329,QP,0,COSMIC_3,7.70E-26
DO225329,QP,0.01,COSMIC_3,1
DO225329,QP,0.05,COSMIC_3,1
DO225329,QP,0.1,COSMIC_3,1
DO225329,QP,0.2,COSMIC_3,1
DO225330,QP,0,COSMIC_3,1.67E-165
DO225330,QP,0.01,COSMIC_3,1.67E-165
DO225330,QP,0.05,COSMIC_3,1.67E-165
DO225330,QP,0.1,COSMIC_3,1.67E-165
DO225330,QP,0.2,COSMIC_3,1.67E-165
DO225331,QP,0,COSMIC_3,1.67E-165
DO225331,QP,0.01,COSMIC_3,1.67E-165
DO225331,QP,0.05,COSMIC_3,1.67E-165
DO225331,QP,0.1,COSMIC_3,1.67E-165
DO225331,QP,0.2,COSMIC_3,1.67E-165
DO225332,QP,0,COSMIC_3,1.67E-165
DO225332,QP,0.01,COSMIC_3,1.67E-165
DO225332,QP,0.05,COSMIC_3,1.67E-165
DO225332,QP,0.1,COSMIC_3,1.67E-165
DO225332,QP,0.2,COSMIC_3,0.533520231
DO225333,QP,0,COSMIC_3,1.67E-165
DO225333,QP,0.01,COSMIC_3,1.67E-165
DO225333,QP,0.05,COSMIC_3,1.68E-165
DO225333,QP,0.1,COSMIC_3,1.24E-162
DO225333,QP,0.2,COSMIC_3,1
DO225334,QP,0,COSMIC_3,1
DO225334,QP,0.01,COSMIC_3,1
DO225334,QP,0.05,COSMIC_3,1
DO225334,QP,0.1,COSMIC_3,1
DO225334,QP,0.2,COSMIC_3,1
DO225335,QP,0,COSMIC_3,1.67E-165
DO225335,QP,0.01,COSMIC_3,1.67E-165
DO225335,QP,0.05,COSMIC_3,1.67E-165
DO225335,QP,0.1,COSMIC_3,1.67E-165
DO225335,QP,0.2,COSMIC_3,1.67E-165
DO225336,QP,0,COSMIC_3,1.67E-165
DO225336,QP,0.01,COSMIC_3,1.67E-165
DO225336,QP,0.05,COSMIC_3,1.67E-165
DO225336,QP,0.1,COSMIC_3,1.67E-165
DO225336,QP,0.2,COSMIC_3,1.67E-165
DO225337,QP,0,COSMIC_3,1
DO225337,QP,0.01,COSMIC_3,1
DO225337,QP,0.05,COSMIC_3,1
DO225337,QP,0.1,COSMIC_3,1
DO225337,QP,0.2,COSMIC_3,1
DO225338,QP,0,COSMIC_3,5.78E-98
DO225338,QP,0.01,COSMIC_3,0.682713338
DO225338,QP,0.05,COSMIC_3,1
DO225338,QP,0.1,COSMIC_3,1
DO225338,QP,0.2,COSMIC_3,1
DO225339,QP,0,COSMIC_3,1.67E-165
DO225339,QP,0.01,COSMIC_3,1.67E-165
DO225339,QP,0.05,COSMIC_3,1.67E-165
DO225339,QP,0.1,COSMIC_3,1.67E-165
DO225339,QP,0.2,COSMIC_3,1.67E-165
DO225340,QP,0,COSMIC_3,1.67E-165
DO225340,QP,0.01,COSMIC_3,1.67E-165
DO225340,QP,0.05,COSMIC_3,1.67E-165
DO225340,QP,0.1,COSMIC_3,1.67E-165
DO225340,QP,0.2,COSMIC_3,1.67E-165
DO225341,QP,0,COSMIC_3,1.67E-165
DO225341,QP,0.01,COSMIC_3,1.67E-165
DO225341,QP,0.05,COSMIC_3,2.11E-165
DO225341,QP,0.1,COSMIC_3,2.28E-161
DO225341,QP,0.2,COSMIC_3,2.00E-15
DO225342,QP,0,COSMIC_3,5.94E-08
DO225342,QP,0.01,COSMIC_3,1
DO225342,QP,0.05,COSMIC_3,1
DO225342,QP,0.1,COSMIC_3,1
DO225342,QP,0.2,COSMIC_3,1
DO225343,QP,0,COSMIC_3,1.67E-165
DO225343,QP,0.01,COSMIC_3,1.67E-165
DO225343,QP,0.05,COSMIC_3,1.67E-165
DO225343,QP,0.1,COSMIC_3,1.67E-165
DO225343,QP,0.2,COSMIC_3,1.67E-165
DO225344,QP,0,COSMIC_3,1.67E-165
DO225344,QP,0.01,COSMIC_3,1.67E-165
DO225344,QP,0.05,COSMIC_3,1.67E-165
DO225344,QP,0.1,COSMIC_3,1.67E-165
DO225344,QP,0.2,COSMIC_3,1.67E-165
DO225345,QP,0,COSMIC_3,1.67E-165
DO225345,QP,0.01,COSMIC_3,1.67E-165
DO225345,QP,0.05,COSMIC_3,1.67E-165
DO225345,QP,0.1,COSMIC_3,1.67E-165
DO225345,QP,0.2,COSMIC_3,1.67E-165
DO225346,QP,0,COSMIC_3,1
DO225346,QP,0.01,COSMIC_3,1
DO225346,QP,0.05,COSMIC_3,1
DO225346,QP,0.1,COSMIC_3,1
DO225346,QP,0.2,COSMIC_3,1
DO225347,QP,0,COSMIC_3,1.67E-165
DO225347,QP,0.01,COSMIC_3,1.67E-165
DO225347,QP,0.05,COSMIC_3,1.67E-165
DO225347,QP,0.1,COSMIC_3,1.67E-165
DO225347,QP,0.2,COSMIC_3,1.67E-165
DO225348,QP,0,COSMIC_3,1.67E-165
DO225348,QP,0.01,COSMIC_3,1.67E-165
DO225348,QP,0.05,COSMIC_3,1.67E-165
DO225348,QP,0.1,COSMIC_3,1.67E-165
DO225348,QP,0.2,COSMIC_3,1.67E-165
DO225349,QP,0,COSMIC_3,1
DO225349,QP,0.01,COSMIC_3,1
DO225349,QP,0.05,COSMIC_3,1
DO225349,QP,0.1,COSMIC_3,1
DO225349,QP,0.2,COSMIC_3,1
DO225350,QP,0,COSMIC_3,5.14E-165
DO225350,QP,0.01,COSMIC_3,2.63E-165
DO225350,QP,0.05,COSMIC_3,4.31E-49
DO225350,QP,0.1,COSMIC_3,1
DO225350,QP,0.2,COSMIC_3,1
DO225351,QP,0,COSMIC_3,1.67E-165
DO225351,QP,0.01,COSMIC_3,1.67E-165
DO225351,QP,0.05,COSMIC_3,1.67E-165
DO225351,QP,0.1,COSMIC_3,1.67E-165
DO225351,QP,0.2,COSMIC_3,1.67E-165
DO225352,QP,0,COSMIC_3,1.67E-165
DO225352,QP,0.01,COSMIC_3,1.67E-165
DO225352,QP,0.05,COSMIC_3,1.67E-165
DO225352,QP,0.1,COSMIC_3,1.67E-165
DO225352,QP,0.2,COSMIC_3,1.67E-165
DO225353,QP,0,COSMIC_3,1
DO225353,QP,0.01,COSMIC_3,1
DO225353,QP,0.05,COSMIC_3,1
DO225353,QP,0.1,COSMIC_3,1
DO225353,QP,0.2,COSMIC_3,1
DO225354,QP,0,COSMIC_3,5.62E-144
DO225354,QP,0.01,COSMIC_3,2.90E-70
DO225354,QP,0.05,COSMIC_3,1
DO225354,QP,0.1,COSMIC_3,1
DO225354,QP,0.2,COSMIC_3,1
DO225355,QP,0,COSMIC_3,1.28E-29
DO225355,QP,0.01,COSMIC_3,1
DO225355,QP,0.05,COSMIC_3,1
DO225355,QP,0.1,COSMIC_3,1
DO225355,QP,0.2,COSMIC_3,1
DO225356,QP,0,COSMIC_3,1.67E-165
DO225356,QP,0.01,COSMIC_3,1.67E-165
DO225356,QP,0.05,COSMIC_3,1.67E-165
DO225356,QP,0.1,COSMIC_3,1.67E-165
DO225356,QP,0.2,COSMIC_3,2.83E-98
DO225357,QP,0,COSMIC_3,1.67E-165
DO225357,QP,0.01,COSMIC_3,1.67E-165
DO225357,QP,0.05,COSMIC_3,1.67E-165
DO225357,QP,0.1,COSMIC_3,1.67E-165
DO225357,QP,0.2,COSMIC_3,1.67E-165
DO225358,QP,0,COSMIC_3,1.67E-165
DO225358,QP,0.01,COSMIC_3,1.67E-165
DO225358,QP,0.05,COSMIC_3,1.68E-165
DO225358,QP,0.1,COSMIC_3,1.53E-163
DO225358,QP,0.2,COSMIC_3,1
DO225359,QP,0,COSMIC_3,1.67E-165
DO225359,QP,0.01,COSMIC_3,1.67E-165
DO225359,QP,0.05,COSMIC_3,1.67E-165
DO225359,QP,0.1,COSMIC_3,1.67E-165
DO225359,QP,0.2,COSMIC_3,1.67E-165
DO225360,QP,0,COSMIC_3,1.67E-165
DO225360,QP,0.01,COSMIC_3,1.67E-165
DO225360,QP,0.05,COSMIC_3,1.67E-165
DO225360,QP,0.1,COSMIC_3,1.67E-165
DO225360,QP,0.2,COSMIC_3,2.20E-134
DO225361,QP,0,COSMIC_3,1.67E-165
DO225361,QP,0.01,COSMIC_3,1.67E-165
DO225361,QP,0.05,COSMIC_3,1.67E-165
DO225361,QP,0.1,COSMIC_3,1.67E-165
DO225361,QP,0.2,COSMIC_3,1.67E-165
DO225362,QP,0,COSMIC_3,5.16E-63
DO225362,QP,0.01,COSMIC_3,1
DO225362,QP,0.05,COSMIC_3,1
DO225362,QP,0.1,COSMIC_3,1
DO225362,QP,0.2,COSMIC_3,1
DO225363,QP,0,COSMIC_3,1.67E-165
DO225363,QP,0.01,COSMIC_3,1.67E-165
DO225363,QP,0.05,COSMIC_3,1.67E-165
DO225363,QP,0.1,COSMIC_3,1.67E-165
DO225363,QP,0.2,COSMIC_3,1.67E-165
DO225364,QP,0,COSMIC_3,1.91E-07
DO225364,QP,0.01,COSMIC_3,1
DO225364,QP,0.05,COSMIC_3,1
DO225364,QP,0.1,COSMIC_3,1
DO225364,QP,0.2,COSMIC_3,1
DO225365,QP,0,COSMIC_3,5.10E-142
DO225365,QP,0.01,COSMIC_3,7.32E-105
DO225365,QP,0.05,COSMIC_3,1
DO225365,QP,0.1,COSMIC_3,1
DO225365,QP,0.2,COSMIC_3,1
DO225366,QP,0,COSMIC_3,0.001928646
DO225366,QP,0.01,COSMIC_3,1
DO225366,QP,0.05,COSMIC_3,1
DO225366,QP,0.1,COSMIC_3,1
DO225366,QP,0.2,COSMIC_3,1
DO225367,QP,0,COSMIC_3,1.67E-165
DO225367,QP,0.01,COSMIC_3,1.67E-165
DO225367,QP,0.05,COSMIC_3,1.68E-165
DO225367,QP,0.1,COSMIC_3,2.12E-74
DO225367,QP,0.2,COSMIC_3,1
DO225368,QP,0,COSMIC_3,1.67E-165
DO225368,QP,0.01,COSMIC_3,1.67E-165
DO225368,QP,0.05,COSMIC_3,1.67E-165
DO225368,QP,0.1,COSMIC_3,1.67E-165
DO225368,QP,0.2,COSMIC_3,1.67E-165
DO225369,QP,0,COSMIC_3,0.029529115
DO225369,QP,0.01,COSMIC_3,1
DO225369,QP,0.05,COSMIC_3,1
DO225369,QP,0.1,COSMIC_3,1
DO225369,QP,0.2,COSMIC_3,1
DO225370,QP,0,COSMIC_3,1.67E-165
DO225370,QP,0.01,COSMIC_3,1.67E-165
DO225370,QP,0.05,COSMIC_3,1.67E-165
DO225370,QP,0.1,COSMIC_3,4.84E-164
DO225370,QP,0.2,COSMIC_3,1
DO225371,QP,0,COSMIC_3,1
DO225371,QP,0.01,COSMIC_3,1
DO225371,QP,0.05,COSMIC_3,1
DO225371,QP,0.1,COSMIC_3,1
DO225371,QP,0.2,COSMIC_3,1
DO225372,QP,0,COSMIC_3,6.33E-19
DO225372,QP,0.01,COSMIC_3,1
DO225372,QP,0.05,COSMIC_3,1
DO225372,QP,0.1,COSMIC_3,1
DO225372,QP,0.2,COSMIC_3,1
DO225373,QP,0,COSMIC_3,0.000241201
DO225373,QP,0.01,COSMIC_3,1
DO225373,QP,0.05,COSMIC_3,1
DO225373,QP,0.1,COSMIC_3,1
DO225373,QP,0.2,COSMIC_3,1
DO225374,QP,0,COSMIC_3,4.48E-124
DO225374,QP,0.01,COSMIC_3,4.18E-69
DO225374,QP,0.05,COSMIC_3,1
DO225374,QP,0.1,COSMIC_3,1
DO225374,QP,0.2,COSMIC_3,1
DO225375,QP,0,COSMIC_3,6.45E-162
DO225375,QP,0.01,COSMIC_3,6.41E-163
DO225375,QP,0.05,COSMIC_3,9.46E-47
DO225375,QP,0.1,COSMIC_3,1
DO225375,QP,0.2,COSMIC_3,1
DO225376,QP,0,COSMIC_3,1.58E-164
DO225376,QP,0.01,COSMIC_3,2.09E-165
DO225376,QP,0.05,COSMIC_3,2.72E-160
DO225376,QP,0.1,COSMIC_3,1.13E-79
DO225376,QP,0.2,COSMIC_3,1
DO225377,QP,0,COSMIC_3,1.42E-108
DO225377,QP,0.01,COSMIC_3,1.83E-34
DO225377,QP,0.05,COSMIC_3,1
DO225377,QP,0.1,COSMIC_3,1
DO225377,QP,0.2,COSMIC_3,1
DO225378,QP,0,COSMIC_3,2.86E-99
DO225378,QP,0.01,COSMIC_3,1.46E-25
DO225378,QP,0.05,COSMIC_3,1
DO225378,QP,0.1,COSMIC_3,1
DO225378,QP,0.2,COSMIC_3,1
DO225379,QP,0,COSMIC_3,7.03E-23
DO225379,QP,0.01,COSMIC_3,1
DO225379,QP,0.05,COSMIC_3,1
DO225379,QP,0.1,COSMIC_3,1
DO225379,QP,0.2,COSMIC_3,1
DO225380,QP,0,COSMIC_3,4.05E-66
DO225380,QP,0.01,COSMIC_3,0.841077949
DO225380,QP,0.05,COSMIC_3,1
DO225380,QP,0.1,COSMIC_3,1
DO225380,QP,0.2,COSMIC_3,1
DO225381,QP,0,COSMIC_3,1.67E-165
DO225381,QP,0.01,COSMIC_3,1.67E-165
DO225381,QP,0.05,COSMIC_3,1.67E-165
DO225381,QP,0.1,COSMIC_3,1.67E-165
DO225381,QP,0.2,COSMIC_3,1.67E-165
DO225382,QP,0,COSMIC_3,1.67E-165
DO225382,QP,0.01,COSMIC_3,1.67E-165
DO225382,QP,0.05,COSMIC_3,1.67E-165
DO225382,QP,0.1,COSMIC_3,1.67E-165
DO225382,QP,0.2,COSMIC_3,1.67E-165
DO225383,QP,0,COSMIC_3,1.67E-165
DO225383,QP,0.01,COSMIC_3,1.67E-165
DO225383,QP,0.05,COSMIC_3,1.67E-165
DO225383,QP,0.1,COSMIC_3,1.67E-165
DO225383,QP,0.2,COSMIC_3,1.67E-165
DO225384,QP,0,COSMIC_3,0.029529115
DO225384,QP,0.01,COSMIC_3,1
DO225384,QP,0.05,COSMIC_3,1
DO225384,QP,0.1,COSMIC_3,1
DO225384,QP,0.2,COSMIC_3,1
DO225385,QP,0,COSMIC_3,1.67E-165
DO225385,QP,0.01,COSMIC_3,1.67E-165
DO225385,QP,0.05,COSMIC_3,1.67E-165
DO225385,QP,0.1,COSMIC_3,1.69E-165
DO225385,QP,0.2,COSMIC_3,7.26E-11
DO225386,QP,0,COSMIC_3,2.31E-164
DO225386,QP,0.01,COSMIC_3,2.46E-165
DO225386,QP,0.05,COSMIC_3,1.03E-132
DO225386,QP,0.1,COSMIC_3,1
DO225386,QP,0.2,COSMIC_3,1
DO225387,QP,0,COSMIC_3,4.00E-74
DO225387,QP,0.01,COSMIC_3,0.641689028
DO225387,QP,0.05,COSMIC_3,1
DO225387,QP,0.1,COSMIC_3,1
DO225387,QP,0.2,COSMIC_3,1
DO225388,QP,0,COSMIC_3,1
DO225388,QP,0.01,COSMIC_3,1
DO225388,QP,0.05,COSMIC_3,1
DO225388,QP,0.1,COSMIC_3,1
DO225388,QP,0.2,COSMIC_3,1
DO225389,QP,0,COSMIC_3,1.67E-165
DO225389,QP,0.01,COSMIC_3,1.67E-165
DO225389,QP,0.05,COSMIC_3,1.67E-165
DO225389,QP,0.1,COSMIC_3,1.67E-165
DO225389,QP,0.2,COSMIC_3,3.57E-66
DO225390,QP,0,COSMIC_3,1.67E-165
DO225390,QP,0.01,COSMIC_3,1.67E-165
DO225390,QP,0.05,COSMIC_3,1.67E-165
DO225390,QP,0.1,COSMIC_3,1.67E-165
DO225390,QP,0.2,COSMIC_3,1.67E-165
DO225391,QP,0,COSMIC_3,9.12E-31
DO225391,QP,0.01,COSMIC_3,1
DO225391,QP,0.05,COSMIC_3,1
DO225391,QP,0.1,COSMIC_3,1
DO225391,QP,0.2,COSMIC_3,1
DO225392,QP,0,COSMIC_3,2.76E-160
DO225392,QP,0.01,COSMIC_3,2.15E-150
DO225392,QP,0.05,COSMIC_3,1
DO225392,QP,0.1,COSMIC_3,1
DO225392,QP,0.2,COSMIC_3,1
DO225393,QP,0,COSMIC_3,5.84E-160
DO225393,QP,0.01,COSMIC_3,1.94E-161
DO225393,QP,0.05,COSMIC_3,6.91E-83
DO225393,QP,0.1,COSMIC_3,1
DO225393,QP,0.2,COSMIC_3,1
DO225394,QP,0,COSMIC_3,2.93E-146
DO225394,QP,0.01,COSMIC_3,3.76E-142
DO225394,QP,0.05,COSMIC_3,3.72E-09
DO225394,QP,0.1,COSMIC_3,1
DO225394,QP,0.2,COSMIC_3,1
DO225395,QP,0,COSMIC_3,1
DO225395,QP,0.01,COSMIC_3,1
DO225395,QP,0.05,COSMIC_3,1
DO225395,QP,0.1,COSMIC_3,1
DO225395,QP,0.2,COSMIC_3,1
DO225396,QP,0,COSMIC_3,1.67E-165
DO225396,QP,0.01,COSMIC_3,1.68E-165
DO225396,QP,0.05,COSMIC_3,4.16E-164
DO225396,QP,0.1,COSMIC_3,4.88E-42
DO225396,QP,0.2,COSMIC_3,1
DO225397,QP,0,COSMIC_3,0.000548525
DO225397,QP,0.01,COSMIC_3,1
DO225397,QP,0.05,COSMIC_3,1
DO225397,QP,0.1,COSMIC_3,1
DO225397,QP,0.2,COSMIC_3,1
DO225398,QP,0,COSMIC_3,1.67E-165
DO225398,QP,0.01,COSMIC_3,1.67E-165
DO225398,QP,0.05,COSMIC_3,1.67E-165
DO225398,QP,0.1,COSMIC_3,1.67E-165
DO225398,QP,0.2,COSMIC_3,1.67E-165
DO227470,QP,0,COSMIC_3,2.38E-45
DO227470,QP,0.01,COSMIC_3,1
DO227470,QP,0.05,COSMIC_3,1
DO227470,QP,0.1,COSMIC_3,1
DO227470,QP,0.2,COSMIC_3,1
DO227473,QP,0,COSMIC_3,3.07E-147
DO227473,QP,0.01,COSMIC_3,1.56E-57
DO227473,QP,0.05,COSMIC_3,1
DO227473,QP,0.1,COSMIC_3,1
DO227473,QP,0.2,COSMIC_3,1
DO227475,QP,0,COSMIC_3,2.57E-151
